ISBN,BookTitle,BookAuthor,YearOfPublication,Publisher,ImageUrlSmall,ImageUrlMedium,ImageUrlLarge
1384207544,Book Title 1937,Author 999,1987,Publisher 163,http://images.amazon.com/images/P/1384207544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1384207544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1384207544.01.LZZZZZZZ.jpg
7044063903,Book Title 1938,Author 253,1959,Publisher 145,http://images.amazon.com/images/P/7044063903.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/7044063903.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/7044063903.01.LZZZZZZZ.jpg
8008176699,Book Title 1939,Author 671,2009,Publisher 113,http://images.amazon.com/images/P/8008176699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8008176699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8008176699.01.LZZZZZZZ.jpg
7903225020,Book Title 1940,Author 523,1962,Publisher 134,http://images.amazon.com/images/P/7903225020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/7903225020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/7903225020.01.LZZZZZZZ.jpg
2011107948,Book Title 1941,Author 77,2012,Publisher 163,http://images.amazon.com/images/P/2011107948.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2011107948.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2011107948.01.LZZZZZZZ.jpg
9058147149,Book Title 1942,Author 492,2007,Publisher 160,http://images.amazon.com/images/P/9058147149.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9058147149.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9058147149.01.LZZZZZZZ.jpg
4359889709,Book Title 1943,Author 293,2019,Publisher 197,http://images.amazon.com/images/P/4359889709.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4359889709.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4359889709.01.LZZZZZZZ.jpg
2404833445,Book Title 1944,Author 400,1954,Publisher 24,http://images.amazon.com/images/P/2404833445.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2404833445.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2404833445.01.LZZZZZZZ.jpg
8955366742,Book Title 1945,Author 323,2010,Publisher 88,http://images.amazon.com/images/P/8955366742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8955366742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8955366742.01.LZZZZZZZ.jpg
4511541033,Book Title 1946,Author 61,1961,Publisher 171,http://images.amazon.com/images/P/4511541033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4511541033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4511541033.01.LZZZZZZZ.jpg
9007180529,Book Title 1947,Author 381,1964,Publisher 55,http://images.amazon.com/images/P/9007180529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9007180529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9007180529.01.LZZZZZZZ.jpg
3629289667,Book Title 1948,Author 552,1972,Publisher 60,http://images.amazon.com/images/P/3629289667.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3629289667.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3629289667.01.LZZZZZZZ.jpg
3467807396,Book Title 1949,Author 429,1997,Publisher 77,http://images.amazon.com/images/P/3467807396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3467807396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3467807396.01.LZZZZZZZ.jpg
3929881211,Book Title 1950,Author 538,2004,Publisher 119,http://images.amazon.com/images/P/3929881211.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3929881211.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3929881211.01.LZZZZZZZ.jpg
7980547254,Book Title 1951,Author 823,2010,Publisher 146,http://images.amazon.com/images/P/7980547254.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/7980547254.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/7980547254.01.LZZZZZZZ.jpg
5223132359,Book Title 1952,Author 147,2008,Publisher 27,http://images.amazon.com/images/P/5223132359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/5223132359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/5223132359.01.LZZZZZZZ.jpg
6689465242,Book Title 1953,Author 595,2014,Publisher 13,http://images.amazon.com/images/P/6689465242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/6689465242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/6689465242.01.LZZZZZZZ.jpg
4013782490,Book Title 1954,Author 24,1982,Publisher 64,http://images.amazon.com/images/P/4013782490.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4013782490.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4013782490.01.LZZZZZZZ.jpg
3553870004,Book Title 1955,Author 137,1955,Publisher 136,http://images.amazon.com/images/P/3553870004.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3553870004.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3553870004.01.LZZZZZZZ.jpg
1791006587,Book Title 1956,Author 527,1969,Publisher 1,http://images.amazon.com/images/P/1791006587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1791006587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1791006587.01.LZZZZZZZ.jpg
4540505242,Book Title 1957,Author 176,1987,Publisher 79,http://images.amazon.com/images/P/4540505242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4540505242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4540505242.01.LZZZZZZZ.jpg
8657006450,Book Title 1958,Author 717,1996,Publisher 121,http://images.amazon.com/images/P/8657006450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8657006450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8657006450.01.LZZZZZZZ.jpg
6427159928,Book Title 1959,Author 610,1991,Publisher 61,http://images.amazon.com/images/P/6427159928.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/6427159928.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/6427159928.01.LZZZZZZZ.jpg
4435701525,Book Title 1960,Author 293,1976,Publisher 21,http://images.amazon.com/images/P/4435701525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4435701525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4435701525.01.LZZZZZZZ.jpg
2896401789,Book Title 1961,Author 390,2008,Publisher 91,http://images.amazon.com/images/P/2896401789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2896401789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2896401789.01.LZZZZZZZ.jpg
6569600543,Book Title 1962,Author 306,1969,Publisher 138,http://images.amazon.com/images/P/6569600543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/6569600543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/6569600543.01.LZZZZZZZ.jpg
8149207795,Book Title 1963,Author 416,2009,Publisher 48,http://images.amazon.com/images/P/8149207795.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8149207795.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8149207795.01.LZZZZZZZ.jpg
3088917887,Book Title 1964,Author 823,1958,Publisher 186,http://images.amazon.com/images/P/3088917887.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3088917887.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3088917887.01.LZZZZZZZ.jpg
1079131032,Book Title 1965,Author 377,1958,Publisher 46,http://images.amazon.com/images/P/1079131032.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1079131032.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1079131032.01.LZZZZZZZ.jpg
4180484368,Book Title 1966,Author 216,1989,Publisher 64,http://images.amazon.com/images/P/4180484368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4180484368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4180484368.01.LZZZZZZZ.jpg
9341463566,Book Title 1967,Author 300,1965,Publisher 94,http://images.amazon.com/images/P/9341463566.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9341463566.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9341463566.01.LZZZZZZZ.jpg
4704392952,Book Title 1968,Author 563,1994,Publisher 94,http://images.amazon.com/images/P/4704392952.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4704392952.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4704392952.01.LZZZZZZZ.jpg
7427829620,Book Title 1969,Author 796,1951,Publisher 88,http://images.amazon.com/images/P/7427829620.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/7427829620.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/7427829620.01.LZZZZZZZ.jpg
9729326698,Book Title 1970,Author 201,2001,Publisher 154,http://images.amazon.com/images/P/9729326698.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9729326698.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9729326698.01.LZZZZZZZ.jpg
2380951538,Book Title 1971,Author 589,1970,Publisher 196,http://images.amazon.com/images/P/2380951538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2380951538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2380951538.01.LZZZZZZZ.jpg
3541214644,Book Title 1972,Author 890,2022,Publisher 40,http://images.amazon.com/images/P/3541214644.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3541214644.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3541214644.01.LZZZZZZZ.jpg
2088852847,Book Title 1973,Author 121,1984,Publisher 18,http://images.amazon.com/images/P/2088852847.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2088852847.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2088852847.01.LZZZZZZZ.jpg
6343565758,Book Title 1974,Author 769,1967,Publisher 35,http://images.amazon.com/images/P/6343565758.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/6343565758.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/6343565758.01.LZZZZZZZ.jpg
9834657357,Book Title 1975,Author 141,1957,Publisher 198,http://images.amazon.com/images/P/9834657357.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9834657357.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9834657357.01.LZZZZZZZ.jpg
2283535123,Book Title 1976,Author 885,2001,Publisher 131,http://images.amazon.com/images/P/2283535123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2283535123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2283535123.01.LZZZZZZZ.jpg
8713458836,Book Title 1977,Author 271,1956,Publisher 158,http://images.amazon.com/images/P/8713458836.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8713458836.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8713458836.01.LZZZZZZZ.jpg
7343423315,Book Title 1978,Author 687,1951,Publisher 176,http://images.amazon.com/images/P/7343423315.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/7343423315.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/7343423315.01.LZZZZZZZ.jpg
2968326077,Book Title 1979,Author 667,1999,Publisher 92,http://images.amazon.com/images/P/2968326077.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2968326077.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2968326077.01.LZZZZZZZ.jpg
7692340605,Book Title 1980,Author 977,1950,Publisher 18,http://images.amazon.com/images/P/7692340605.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/7692340605.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/7692340605.01.LZZZZZZZ.jpg
2395151427,Book Title 1981,Author 213,1958,Publisher 5,http://images.amazon.com/images/P/2395151427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2395151427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2395151427.01.LZZZZZZZ.jpg
4303742747,Book Title 1982,Author 133,1962,Publisher 154,http://images.amazon.com/images/P/4303742747.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4303742747.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4303742747.01.LZZZZZZZ.jpg
1295574628,Book Title 1983,Author 144,1992,Publisher 135,http://images.amazon.com/images/P/1295574628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1295574628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1295574628.01.LZZZZZZZ.jpg
5952546569,Book Title 1984,Author 531,1971,Publisher 149,http://images.amazon.com/images/P/5952546569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/5952546569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/5952546569.01.LZZZZZZZ.jpg
5655870843,Book Title 1985,Author 124,1957,Publisher 43,http://images.amazon.com/images/P/5655870843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/5655870843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/5655870843.01.LZZZZZZZ.jpg
4395957336,Book Title 1986,Author 823,1988,Publisher 87,http://images.amazon.com/images/P/4395957336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4395957336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4395957336.01.LZZZZZZZ.jpg
5989871481,Book Title 1987,Author 357,1955,Publisher 82,http://images.amazon.com/images/P/5989871481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/5989871481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/5989871481.01.LZZZZZZZ.jpg
6094060797,Book Title 1988,Author 53,1997,Publisher 139,http://images.amazon.com/images/P/6094060797.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/6094060797.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/6094060797.01.LZZZZZZZ.jpg
4656221397,Book Title 1989,Author 233,1956,Publisher 82,http://images.amazon.com/images/P/4656221397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4656221397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4656221397.01.LZZZZZZZ.jpg
9220761633,Book Title 1990,Author 736,1972,Publisher 33,http://images.amazon.com/images/P/9220761633.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9220761633.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9220761633.01.LZZZZZZZ.jpg
3120253042,Book Title 1991,Author 809,1961,Publisher 62,http://images.amazon.com/images/P/3120253042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3120253042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3120253042.01.LZZZZZZZ.jpg
7844050492,Book Title 1992,Author 509,1964,Publisher 62,http://images.amazon.com/images/P/7844050492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/7844050492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/7844050492.01.LZZZZZZZ.jpg
3994970368,Book Title 1993,Author 83,1979,Publisher 2,http://images.amazon.com/images/P/3994970368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3994970368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3994970368.01.LZZZZZZZ.jpg
6978523413,Book Title 1994,Author 742,2004,Publisher 11,http://images.amazon.com/images/P/6978523413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/6978523413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/6978523413.01.LZZZZZZZ.jpg
8184340751,Book Title 1995,Author 597,2007,Publisher 165,http://images.amazon.com/images/P/8184340751.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8184340751.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8184340751.01.LZZZZZZZ.jpg
1914853207,Book Title 1996,Author 492,1954,Publisher 160,http://images.amazon.com/images/P/1914853207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1914853207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1914853207.01.LZZZZZZZ.jpg
1485429669,Book Title 1997,Author 626,2002,Publisher 118,http://images.amazon.com/images/P/1485429669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1485429669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1485429669.01.LZZZZZZZ.jpg
8185152453,Book Title 1998,Author 501,1954,Publisher 19,http://images.amazon.com/images/P/8185152453.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8185152453.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8185152453.01.LZZZZZZZ.jpg
9083061265,Book Title 1999,Author 578,1954,Publisher 188,http://images.amazon.com/images/P/9083061265.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9083061265.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9083061265.01.LZZZZZZZ.jpg
6655550982,Book Title 2000,Author 435,1953,Publisher 69,http://images.amazon.com/images/P/6655550982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/6655550982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/6655550982.01.LZZZZZZZ.jpg
6904772759,Book Title 2001,Author 775,1962,Publisher 185,http://images.amazon.com/images/P/6904772759.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/6904772759.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/6904772759.01.LZZZZZZZ.jpg
3221515400,Book Title 2002,Author 946,1971,Publisher 176,http://images.amazon.com/images/P/3221515400.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3221515400.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3221515400.01.LZZZZZZZ.jpg
3263536520,Book Title 2003,Author 63,1955,Publisher 33,http://images.amazon.com/images/P/3263536520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3263536520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3263536520.01.LZZZZZZZ.jpg
5708679927,Book Title 2004,Author 935,1971,Publisher 109,http://images.amazon.com/images/P/5708679927.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/5708679927.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/5708679927.01.LZZZZZZZ.jpg
7408916736,Book Title 2005,Author 20,1983,Publisher 104,http://images.amazon.com/images/P/7408916736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/7408916736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/7408916736.01.LZZZZZZZ.jpg
1055286192,Book Title 2006,Author 666,1975,Publisher 13,http://images.amazon.com/images/P/1055286192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1055286192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1055286192.01.LZZZZZZZ.jpg
8936849982,Book Title 2007,Author 729,2016,Publisher 12,http://images.amazon.com/images/P/8936849982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8936849982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8936849982.01.LZZZZZZZ.jpg
9554739780,Book Title 2008,Author 438,1967,Publisher 195,http://images.amazon.com/images/P/9554739780.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9554739780.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9554739780.01.LZZZZZZZ.jpg
5603714181,Book Title 2009,Author 25,1980,Publisher 12,http://images.amazon.com/images/P/5603714181.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/5603714181.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/5603714181.01.LZZZZZZZ.jpg
1610902328,Book Title 2010,Author 309,1986,Publisher 79,http://images.amazon.com/images/P/1610902328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1610902328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1610902328.01.LZZZZZZZ.jpg
3032947031,Book Title 2011,Author 320,2001,Publisher 173,http://images.amazon.com/images/P/3032947031.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3032947031.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3032947031.01.LZZZZZZZ.jpg
1869484037,Book Title 2012,Author 654,2005,Publisher 145,http://images.amazon.com/images/P/1869484037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1869484037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1869484037.01.LZZZZZZZ.jpg
7554499469,Book Title 2013,Author 177,2003,Publisher 82,http://images.amazon.com/images/P/7554499469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/7554499469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/7554499469.01.LZZZZZZZ.jpg
9669373018,Book Title 2014,Author 495,1959,Publisher 81,http://images.amazon.com/images/P/9669373018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9669373018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9669373018.01.LZZZZZZZ.jpg
3911118270,Book Title 2015,Author 629,1968,Publisher 13,http://images.amazon.com/images/P/3911118270.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3911118270.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3911118270.01.LZZZZZZZ.jpg
2793891290,Book Title 2016,Author 995,2014,Publisher 123,http://images.amazon.com/images/P/2793891290.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2793891290.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2793891290.01.LZZZZZZZ.jpg
6817918509,Book Title 2017,Author 622,2000,Publisher 140,http://images.amazon.com/images/P/6817918509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/6817918509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/6817918509.01.LZZZZZZZ.jpg
5436052154,Book Title 2018,Author 789,1996,Publisher 86,http://images.amazon.com/images/P/5436052154.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/5436052154.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/5436052154.01.LZZZZZZZ.jpg
9027098496,Book Title 2019,Author 506,1960,Publisher 111,http://images.amazon.com/images/P/9027098496.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9027098496.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9027098496.01.LZZZZZZZ.jpg
7478493395,Book Title 2020,Author 265,1983,Publisher 179,http://images.amazon.com/images/P/7478493395.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/7478493395.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/7478493395.01.LZZZZZZZ.jpg
7086576702,Book Title 2021,Author 429,1985,Publisher 3,http://images.amazon.com/images/P/7086576702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/7086576702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/7086576702.01.LZZZZZZZ.jpg
8707464375,Book Title 2022,Author 956,1962,Publisher 96,http://images.amazon.com/images/P/8707464375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8707464375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8707464375.01.LZZZZZZZ.jpg
3804929891,Book Title 2023,Author 869,2003,Publisher 174,http://images.amazon.com/images/P/3804929891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3804929891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3804929891.01.LZZZZZZZ.jpg
1827489545,Book Title 2024,Author 173,1978,Publisher 154,http://images.amazon.com/images/P/1827489545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1827489545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1827489545.01.LZZZZZZZ.jpg
6287783885,Book Title 2025,Author 499,1971,Publisher 105,http://images.amazon.com/images/P/6287783885.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/6287783885.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/6287783885.01.LZZZZZZZ.jpg
8436107042,Book Title 2026,Author 832,1979,Publisher 25,http://images.amazon.com/images/P/8436107042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8436107042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8436107042.01.LZZZZZZZ.jpg
6951781752,Book Title 2027,Author 976,2000,Publisher 104,http://images.amazon.com/images/P/6951781752.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/6951781752.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/6951781752.01.LZZZZZZZ.jpg
3977928931,Book Title 2028,Author 447,1966,Publisher 149,http://images.amazon.com/images/P/3977928931.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3977928931.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3977928931.01.LZZZZZZZ.jpg
6080595765,Book Title 2029,Author 234,1956,Publisher 108,http://images.amazon.com/images/P/6080595765.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/6080595765.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/6080595765.01.LZZZZZZZ.jpg
2741396470,Book Title 2030,Author 940,2014,Publisher 143,http://images.amazon.com/images/P/2741396470.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2741396470.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2741396470.01.LZZZZZZZ.jpg
7746892231,Book Title 2031,Author 904,1979,Publisher 123,http://images.amazon.com/images/P/7746892231.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/7746892231.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/7746892231.01.LZZZZZZZ.jpg
6089920407,Book Title 2032,Author 180,1956,Publisher 134,http://images.amazon.com/images/P/6089920407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/6089920407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/6089920407.01.LZZZZZZZ.jpg
7101870350,Book Title 2033,Author 837,1959,Publisher 118,http://images.amazon.com/images/P/7101870350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/7101870350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/7101870350.01.LZZZZZZZ.jpg
6262420890,Book Title 2034,Author 282,2017,Publisher 108,http://images.amazon.com/images/P/6262420890.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/6262420890.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/6262420890.01.LZZZZZZZ.jpg
9495930834,Book Title 2035,Author 852,2014,Publisher 173,http://images.amazon.com/images/P/9495930834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9495930834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9495930834.01.LZZZZZZZ.jpg
2255511641,Book Title 2036,Author 637,1984,Publisher 81,http://images.amazon.com/images/P/2255511641.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2255511641.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2255511641.01.LZZZZZZZ.jpg
4898714738,Book Title 2037,Author 330,1954,Publisher 143,http://images.amazon.com/images/P/4898714738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4898714738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4898714738.01.LZZZZZZZ.jpg
1698294892,Book Title 2038,Author 258,2017,Publisher 99,http://images.amazon.com/images/P/1698294892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1698294892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1698294892.01.LZZZZZZZ.jpg
3082960710,Book Title 2039,Author 799,1976,Publisher 105,http://images.amazon.com/images/P/3082960710.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3082960710.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3082960710.01.LZZZZZZZ.jpg
4041625033,Book Title 2040,Author 200,2019,Publisher 58,http://images.amazon.com/images/P/4041625033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/4041625033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/4041625033.01.LZZZZZZZ.jpg
5950211717,Book Title 2041,Author 119,1984,Publisher 77,http://images.amazon.com/images/P/5950211717.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/5950211717.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/5950211717.01.LZZZZZZZ.jpg
